Element ID,Pos. x [vox],Pos. y [vox],Pos. z [vox],Displacement x [µm],Displacement y [µm],Displacement z [µm]
46419,97,487,382,0.08,0.08,-0.13
46460,97,502,382,0.12,0.06,-0.12
46418,82,487,382,0.04,0.07,-0.11
46378,97,472,382,0.11,0.09,-0.11
44656,97,502,367,0.11,0.06,-0.11
46459,82,502,382,0.06,0.05,-0.11
44615,97,487,367,0.05,0.08,-0.11
48223,97,487,397,0.12,0.05,-0.10
44655,82,502,367,0.06,0.05,-0.10
46377,82,472,382,0.08,0.08,-0.10
44614,82,487,367,0.01,0.06,-0.10
48182,97,472,397,0.13,0.06,-0.10
48222,82,487,397,0.08,0.04,-0.09
47895,97,367,397,0.32,0.08,-0.09
48264,97,502,397,0.14,0.03,-0.09
46420,112,487,382,0.09,0.05,-0.08
48181,82,472,397,0.09,0.05,-0.08
44574,97,472,367,0.06,0.08,-0.08
47894,82,367,397,0.26,0.06,-0.08
42852,97,502,352,0.15,0.04,-0.08
46091,97,367,382,0.16,-0.01,-0.08
48263,82,502,397,0.09,0.02,-0.08
46461,112,502,382,0.11,0.04,-0.08
46337,97,457,382,0.03,0.07,-0.08
46379,112,472,382,0.10,0.05,-0.08
42851,82,502,352,0.10,0.04,-0.07
44573,82,472,367,0.03,0.07,-0.07
48141,97,457,397,0.01,0.04,-0.07
44657,112,502,367,0.11,0.04,-0.07
48224,112,487,397,0.09,0.03,-0.07
46090,82,367,382,0.13,-0.02,-0.07
44616,112,487,367,0.07,0.05,-0.07
47896,112,367,397,0.22,0.01,-0.07
49699,97,367,412,0.20,0.13,-0.07
48183,112,472,397,0.08,0.03,-0.07
44697,97,517,367,0.33,0.05,-0.07
46417,67,487,382,-0.01,0.03,-0.07
44696,82,517,367,0.26,0.04,-0.06
44654,67,502,367,-0.01,0.03,-0.06
46458,67,502,382,-0.01,0.03,-0.06
46336,82,457,382,0.01,0.07,-0.06
49698,82,367,412,0.15,0.10,-0.06
46501,97,517,382,0.32,0.04,-0.06
48140,82,457,397,0.00,0.04,-0.06
42811,97,487,352,0.05,0.04,-0.06
46092,112,367,382,0.13,-0.04,-0.06
50027,97,487,412,0.07,0.01,-0.06
46338,112,457,382,0.03,0.04,-0.06
48265,112,502,397,0.11,0.02,-0.06
46500,82,517,382,0.25,0.03,-0.06
44613,67,487,367,-0.02,0.03,-0.06
49986,97,472,412,0.06,0.01,-0.06
48142,112,457,397,-0.01,0.02,-0.05
42810,82,487,352,0.02,0.03,-0.05
42893,97,517,352,0.32,0.04,-0.05
44575,112,472,367,0.08,0.05,-0.05
46376,67,472,382,0.02,0.04,-0.05
42892,82,517,352,0.25,0.04,-0.05
44287,97,367,367,-0.07,-0.07,-0.05
46050,97,352,382,0.04,-0.05,-0.05
50026,82,487,412,0.04,0.01,-0.05
47893,67,367,397,0.13,-0.01,-0.05
47854,97,352,397,0.13,0.01,-0.05
44286,82,367,367,-0.09,-0.07,-0.05
48221,67,487,397,0.01,0.02,-0.05
74627,97,247,622,-0.04,-0.01,-0.05
49985,82,472,412,0.04,0.01,-0.05
49700,112,367,412,0.14,0.05,-0.05
42853,112,502,352,0.12,0.03,-0.05
44533,97,457,367,-0.01,0.07,-0.05
74626,82,247,622,-0.05,-0.01,-0.05
46089,67,367,382,0.06,-0.04,-0.05
42850,67,502,352,0.03,0.02,-0.05
50068,97,502,412,0.07,0.00,-0.05
72823,97,247,607,0.02,0.00,-0.05
48180,67,472,397,0.01,0.02,-0.05
74586,97,232,622,0.00,-0.01,-0.05
46049,82,352,382,0.02,-0.05,-0.04
72782,97,232,607,0.03,0.00,-0.04
44246,97,352,367,-0.11,-0.08,-0.04
49945,97,457,412,-0.02,0.01,-0.04
44695,67,517,367,0.09,0.03,-0.04
48262,67,502,397,0.01,0.01,-0.04
47853,82,352,397,0.11,0.00,-0.04
72822,82,247,607,0.00,0.00,-0.04
44698,112,517,367,0.23,0.03,-0.04
49741,112,382,412,0.13,0.04,-0.04
49697,67,367,412,0.05,0.00,-0.04
74585,82,232,622,-0.01,-0.01,-0.04
44572,67,472,367,0.01,0.03,-0.04
44245,82,352,367,-0.12,-0.07,-0.04
47937,112,382,397,0.17,0.02,-0.04
47938,127,382,397,0.10,-0.04,-0.04
50067,82,502,412,0.04,0.00,-0.04
44532,82,457,367,-0.02,0.06,-0.04
50028,112,487,412,0.03,0.01,-0.04
49987,112,472,412,0.01,0.01,-0.04
42482,82,367,352,-0.21,-0.07,-0.04
44288,112,367,367,-0.01,-0.06,-0.04
46502,112,517,382,0.22,0.02,-0.04
49944,82,457,412,-0.03,0.01,-0.04
44285,67,367,367,-0.07,-0.06,-0.04
44653,52,502,367,-0.03,0.02,-0.04
48305,97,517,397,0.26,0.01,-0.04
42483,97,367,352,-0.20,-0.07,-0.04
42812,112,487,352,0.06,0.03,-0.04
72781,82,232,607,0.01,0.00,-0.04
46457,52,502,382,-0.03,0.01,-0.04
46499,67,517,382,0.09,0.02,-0.04
47897,127,367,397,0.09,-0.04,-0.04
44534,112,457,367,0.01,0.03,-0.03
42891,67,517,352,0.10,0.02,-0.03
74668,97,262,622,-0.03,0.00,-0.03
46416,52,487,382,-0.02,0.01,-0.03
49740,97,382,412,0.15,0.12,-0.03
74667,82,262,622,-0.04,0.00,-0.03
58227,97,187,487,0.07,-0.01,-0.03
46421,127,487,382,0.07,0.02,-0.03
58268,97,202,487,0.04,0.00,-0.03
48101,112,442,397,-0.14,0.00,-0.03
46051,112,352,382,0.02,-0.05,-0.03
49742,127,382,412,0.08,-0.02,-0.03
42770,97,472,352,0.01,0.04,-0.03
48139,67,457,397,-0.04,0.02,-0.03
49946,112,457,412,-0.05,0.00,-0.03
38956,82,397,322,-0.23,-0.01,-0.03
48304,82,517,397,0.20,0.01,-0.03
47855,112,352,397,0.07,-0.02,-0.03
62887,502,562,517,-0.06,0.06,-0.03
42809,67,487,352,-0.01,0.02,-0.03
38997,82,412,322,-0.23,0.00,-0.03
42442,97,352,352,-0.19,-0.06,-0.03
46335,67,457,382,-0.01,0.03,-0.03
42894,112,517,352,0.21,0.03,-0.03
58226,82,187,487,0.06,-0.01,-0.03
47892,52,367,397,0.06,-0.04,-0.03
46380,127,472,382,0.06,0.02,-0.03
42441,82,352,352,-0.20,-0.06,-0.03
49739,82,382,412,0.09,0.08,-0.03
46088,52,367,382,0.03,-0.04,-0.03
44612,52,487,367,-0.02,0.01,-0.03
58267,82,202,487,0.04,0.00,-0.03
42481,67,367,352,-0.14,-0.05,-0.03
46093,127,367,382,0.07,-0.05,-0.03
49658,97,352,412,0.07,0.05,-0.03
49738,67,382,412,0.01,-0.02,-0.03
62846,502,547,517,-0.12,0.05,-0.03
46297,112,442,382,-0.10,0.01,-0.03
49783,127,397,412,0.05,-0.03,-0.03
46462,127,502,382,0.07,0.02,-0.03
50069,112,502,412,0.05,0.00,-0.03
72864,97,262,607,0.02,-0.01,-0.03
64691,502,562,532,-0.10,0.01,-0.03
51503,97,367,427,-0.03,0.11,-0.03
64650,502,547,532,-0.14,0.01,-0.03
42769,82,472,352,0.00,0.03,-0.03
62888,517,562,517,-0.05,0.04,-0.03
51502,82,367,427,-0.06,0.08,-0.03
48100,97,442,397,-0.18,0.02,-0.03
56464,97,202,472,0.04,0.00,-0.03
48184,127,472,397,0.03,0.01,-0.03
48225,127,487,397,0.05,0.01,-0.03
41089,97,517,337,0.24,0.02,-0.03
38957,97,397,322,-0.23,0.00,-0.03
48143,127,457,397,-0.03,0.00,-0.03
46339,127,457,382,0.02,0.01,-0.03
38955,67,397,322,-0.18,-0.01,-0.03
46134,127,382,382,0.10,-0.04,-0.03
38998,97,412,322,-0.22,0.00,-0.03
70978,97,232,592,0.05,0.01,-0.03
62847,517,547,517,-0.10,0.04,-0.03
41088,82,517,337,0.20,0.02,-0.03
66454,502,547,547,-0.13,-0.01,-0.03
38996,67,412,322,-0.17,-0.01,-0.03
44284,52,367,367,-0.04,-0.04,-0.03
42849,52,502,352,-0.01,0.01,-0.03
49984,67,472,412,-0.02,0.01,-0.03
72863,82,262,607,0.01,0.00,-0.03
48102,127,442,397,-0.08,-0.01,-0.03
71019,97,247,592,0.06,0.00,-0.03
68094,502,487,562,0.04,0.01,-0.03
49737,52,382,412,-0.01,-0.05,-0.03
46375,52,472,382,0.00,0.01,-0.03
44658,127,502,367,0.07,0.02,-0.03
68135,502,502,562,-0.03,0.00,-0.03
50025,67,487,412,-0.02,0.00,-0.03
60072,97,202,502,0.07,0.00,-0.03
66495,502,562,547,-0.10,-0.01,-0.03
64651,517,547,532,-0.13,0.00,-0.03
47934,67,382,397,0.06,-0.02,-0.03
47933,52,382,397,0.03,-0.05,-0.03
56463,82,202,472,0.04,0.00,-0.03
56792,97,322,472,-0.11,0.00,-0.03
40759,67,397,337,-0.17,-0.01,-0.03
66413,502,532,547,-0.15,-0.01,-0.03
44694,52,517,367,0.01,0.02,-0.03
44247,112,352,367,-0.06,-0.06,-0.03
47979,127,397,397,0.05,-0.04,-0.03
51366,502,307,427,0.11,0.00,-0.03
41048,97,502,337,0.16,0.01,-0.03
49824,127,412,412,0.01,-0.03,-0.03
64692,517,562,532,-0.09,0.00,-0.03
47936,97,382,397,0.21,0.09,-0.02
51544,97,382,427,0.04,0.09,-0.02
44617,127,487,367,0.07,0.02,-0.02
68176,502,517,562,-0.06,-0.01,-0.02
49657,82,352,412,0.05,0.03,-0.02
51325,502,292,427,0.12,0.01,-0.02
68053,502,472,562,0.07,0.02,-0.02
48306,112,517,397,0.18,0.01,-0.02
46298,127,442,382,-0.04,-0.01,-0.02
51543,82,382,427,-0.01,0.05,-0.02
47980,142,397,397,0.04,-0.02,-0.02
49521,502,292,412,0.11,0.01,-0.02
49696,52,367,412,0.01,-0.04,-0.02
48220,52,487,397,-0.02,0.01,-0.02
58514,97,292,487,-0.08,-0.02,-0.02
51545,112,382,427,0.06,0.04,-0.02
60318,97,292,502,-0.03,-0.02,-0.02
41047,82,502,337,0.13,0.01,-0.02
56833,97,337,472,-0.09,0.01,-0.02
68217,502,532,562,-0.08,-0.01,-0.02
46296,97,442,382,-0.15,0.04,-0.02
40718,67,382,337,-0.19,-0.02,-0.02
64609,502,532,532,-0.18,0.00,-0.02
60317,82,292,502,-0.03,-0.02,-0.02
56751,97,307,472,-0.11,-0.01,-0.02
66372,502,517,547,-0.13,-0.01,-0.02
56423,97,187,472,0.05,0.00,-0.02
74625,67,247,622,-0.06,0.00,-0.02
49943,67,457,412,-0.07,0.01,-0.02
47939,142,382,397,0.04,-0.03,-0.02
60277,97,277,502,0.02,-0.01,-0.02
44244,67,352,367,-0.09,-0.05,-0.02
40758,52,397,337,-0.11,-0.02,-0.02
60071,82,202,502,0.06,0.00,-0.02
74545,97,217,622,0.05,0.00,-0.02
51587,127,397,427,0.07,-0.02,-0.02
68258,502,547,562,-0.10,-0.01,-0.02
56791,82,322,472,-0.11,0.00,-0.02
49784,142,397,412,0.04,-0.02,-0.02
51542,67,382,427,-0.05,-0.02,-0.02
60031,97,187,502,0.10,-0.02,-0.02
48266,127,502,397,0.06,0.01,-0.02
49701,127,367,412,0.05,-0.02,-0.02
42484,112,367,352,-0.09,-0.05,-0.02
68095,517,487,562,0.03,0.01,-0.02
98696,127,472,817,0.00,0.00,-0.02
61083,502,562,502,-0.03,0.11,-0.02
68136,517,502,562,-0.03,0.00,-0.02
42480,52,367,352,-0.09,-0.03,-0.02
66414,517,532,547,-0.15,-0.01,-0.02
58186,97,172,487,0.04,-0.01,-0.02
64418,97,472,532,-0.04,0.00,-0.02
51367,517,307,427,0.10,0.00,-0.02
46048,67,352,382,-0.01,-0.04,-0.02
40800,67,412,337,-0.15,-0.01,-0.02
74628,112,247,622,-0.03,0.00,-0.02
66455,517,547,547,-0.13,-0.02,-0.02
76430,82,247,637,-0.13,-0.01,-0.02
58513,82,292,487,-0.09,-0.02,-0.02
62614,97,472,517,-0.07,0.00,-0.02
62928,502,577,517,-0.02,0.06,-0.02
53170,502,307,442,0.10,0.00,-0.02
78071,97,187,652,0.04,0.08,-0.02
48021,142,412,397,0.01,-0.02,-0.02
60030,82,187,502,0.09,-0.01,-0.02
58309,97,217,487,0.00,0.01,-0.02
64610,517,532,532,-0.18,0.00,-0.02
66331,502,502,547,-0.06,0.00,-0.02
68177,517,517,562,-0.07,-0.01,-0.02
54988,97,322,457,-0.06,0.01,-0.02
68054,517,472,562,0.07,0.01,-0.02
48061,127,427,397,-0.07,-0.03,-0.02
48179,52,472,397,-0.02,0.01,-0.02
40719,82,382,337,-0.26,-0.02,-0.02
68298,487,562,562,-0.08,0.00,-0.02
49905,112,442,412,-0.13,-0.01,-0.02
51628,127,412,427,0.05,-0.02,-0.02
56505,97,217,472,0.01,0.01,-0.02
56422,82,187,472,0.04,0.00,-0.02
56750,82,307,472,-0.12,-0.01,-0.02
62613,82,472,517,-0.06,0.00,-0.02
49825,142,412,412,0.02,-0.01,-0.02
49562,502,307,412,0.09,0.00,-0.02
74587,112,232,622,-0.02,-0.01,-0.02
60276,82,277,502,0.02,-0.01,-0.02
64417,82,472,532,-0.04,0.00,-0.02
66373,517,517,547,-0.13,0.00,-0.02
47935,82,382,397,0.15,0.07,-0.02
61084,517,562,502,-0.01,0.09,-0.02
48261,52,502,397,-0.02,0.00,-0.02
71018,82,247,592,0.04,0.00,-0.02
58185,82,172,487,0.03,-0.01,-0.02
70977,82,232,592,0.03,0.01,-0.02
56832,82,337,472,-0.08,0.00,-0.02
72741,97,217,607,0.03,0.00,-0.02
46498,52,517,382,0.01,0.01,-0.02
42890,52,517,352,0.02,0.01,-0.02
51326,517,292,427,0.11,0.01,-0.02
51831,97,487,427,-0.05,-0.01,-0.02
58473,97,277,487,-0.04,-0.01,-0.02
54947,97,307,457,-0.03,0.00,-0.02
40799,52,412,337,-0.10,-0.01,-0.02
49865,127,427,412,-0.06,-0.02,-0.02
61042,502,547,502,-0.07,0.09,-0.02
51501,67,367,427,-0.07,0.00,-0.02
68299,502,562,562,-0.10,0.00,-0.02
48099,82,442,397,-0.18,0.02,-0.02
53171,517,307,442,0.09,0.00,-0.02
62805,502,532,517,-0.17,0.03,-0.02
53129,502,292,442,0.09,0.02,-0.02
40717,52,382,337,-0.12,-0.02,-0.02
62929,517,577,517,-0.01,0.04,-0.02
70102,487,562,577,-0.07,0.02,-0.02
38954,52,397,322,-0.13,-0.01,-0.02
72783,112,232,607,0.00,0.00,-0.02
57202,97,472,472,-0.21,-0.02,-0.02
51790,97,472,427,-0.05,-0.01,-0.02
72824,112,247,607,0.01,0.00,-0.02
42440,67,352,352,-0.14,-0.04,-0.02
96892,127,472,802,0.00,0.00,-0.02
68257,487,547,562,-0.07,-0.01,-0.02
76431,97,247,637,-0.13,-0.01,-0.02
68218,517,532,562,-0.08,-0.01,-0.02
40678,82,367,337,-0.28,-0.04,-0.02
79875,97,187,667,0.00,0.07,-0.02
57201,82,472,472,-0.20,-0.02,-0.02
47676,502,277,397,0.08,0.00,-0.02
66496,517,562,547,-0.10,-0.02,-0.02
54987,82,322,457,-0.05,0.00,-0.02
38995,52,412,322,-0.12,-0.01,-0.02
47717,502,292,397,0.08,0.00,-0.02
64732,502,577,532,-0.06,0.01,-0.02
48020,127,412,397,0.00,-0.03,-0.02
98697,142,472,817,0.00,0.00,-0.02
56504,82,217,472,0.01,0.01,-0.02
58554,82,307,487,-0.12,-0.02,-0.02
64376,82,457,532,-0.03,-0.01,-0.02
40760,82,397,337,-0.23,0.00,-0.02
58308,82,217,487,0.00,0.01,-0.02
58555,97,307,487,-0.12,-0.02,-0.02
66494,487,562,547,-0.08,0.01,-0.02
42771,112,472,352,0.04,0.02,-0.02
59006,97,472,487,-0.16,-0.01,-0.02
62806,517,532,517,-0.16,0.02,-0.02
51541,52,382,427,-0.04,-0.04,-0.02
51789,82,472,427,-0.06,-0.01,-0.02
64377,97,457,532,-0.03,-0.01,-0.02
42521,52,382,352,-0.07,-0.03,-0.02
44576,127,472,367,0.06,0.02,-0.02
66332,517,502,547,-0.06,0.00,-0.02
61043,517,547,502,-0.05,0.08,-0.02
59005,82,472,487,-0.15,-0.01,-0.02
58228,112,187,487,0.03,-0.01,-0.02
56710,97,292,472,-0.10,-0.01,-0.02
44571,52,472,367,0.00,0.01,-0.02
69857,502,472,577,0.04,0.01,-0.02
98695,112,472,817,0.00,0.00,-0.02
60810,97,472,502,-0.10,0.00,-0.02
46129,52,382,382,0.03,-0.04,-0.02
46133,112,382,382,0.12,-0.02,-0.02
61074,367,562,502,0.01,0.02,-0.02
54946,82,307,457,-0.04,0.00,-0.02
60809,82,472,502,-0.10,0.00,-0.02
66290,502,487,547,0.03,0.01,-0.02
49480,502,277,412,0.11,0.01,-0.02
46176,142,397,382,0.06,-0.02,-0.02
51830,82,487,427,-0.06,-0.01,-0.02
53130,517,292,442,0.08,0.01,-0.02
49743,142,382,412,0.03,-0.02,-0.02
76471,82,262,637,-0.13,0.01,-0.02
60113,97,217,502,0.02,0.01,-0.02
50066,67,502,412,-0.01,0.00,-0.02
76390,97,232,637,-0.04,-0.02,-0.02
58269,112,202,487,0.02,0.00,-0.02
85287,97,187,712,-0.01,0.00,-0.02
46135,142,382,382,0.05,-0.03,-0.02
51504,112,367,427,-0.01,0.05,-0.02
49522,517,292,412,0.10,0.01,-0.02
55029,97,337,457,-0.09,0.01,-0.02
98655,127,457,817,0.00,0.00,-0.02
64568,502,517,532,-0.16,0.00,-0.02
66222,97,472,547,-0.03,0.00,-0.02
87091,97,187,727,0.04,0.00,-0.02
62572,82,457,517,-0.03,0.00,-0.02
70061,487,547,577,-0.05,0.01,-0.02
44437,502,412,367,0.01,0.00,-0.02
49906,127,442,412,-0.10,-0.01,-0.02
70062,502,547,577,-0.06,0.02,-0.02
40677,67,367,337,-0.19,-0.03,-0.02
44438,517,412,367,0.01,0.00,-0.02
61073,352,562,502,0.01,-0.02,-0.02
66453,487,547,547,-0.09,0.00,-0.02
22475,97,307,187,0.01,0.01,-0.02
48303,67,517,397,0.07,0.01,-0.02
87090,82,187,727,0.04,0.00,-0.02
69816,502,457,577,0.04,0.01,-0.02
51586,112,397,427,0.10,0.00,-0.02
74666,67,262,622,-0.04,0.00,-0.02
98737,127,487,817,0.00,0.00,-0.02
48062,142,427,397,-0.03,-0.01,-0.02
70101,472,562,577,-0.04,0.02,-0.02
68012,502,457,562,0.08,0.02,-0.02
57243,97,487,472,-0.19,-0.01,-0.02
38915,82,382,322,-0.22,-0.01,-0.02
46217,142,412,382,0.04,-0.02,-0.02
42933,82,532,352,0.30,0.03,-0.02
64690,487,562,532,-0.07,0.03,-0.02
62121,82,292,517,0.03,-0.02,-0.02
41087,67,517,337,0.08,0.01,-0.02
44289,127,367,367,0.02,-0.04,-0.02
62573,97,457,517,-0.04,-0.01,-0.02
44531,67,457,367,-0.01,0.02,-0.02
51546,127,382,427,0.05,-0.01,-0.02
96891,112,472,802,-0.01,0.00,-0.02
69898,502,487,577,0.03,0.00,-0.02
47932,37,382,397,0.04,-0.02,-0.02
98823,187,517,817,0.00,0.00,-0.02
42808,52,487,352,-0.01,0.01,-0.02
58472,82,277,487,-0.04,-0.01,-0.02
66221,82,472,547,-0.03,0.00,-0.02
56874,97,352,472,0.00,0.00,-0.02
47635,502,262,397,0.06,0.00,-0.02
85286,82,187,712,0.00,0.00,-0.02
49904,97,442,412,-0.14,-0.01,-0.02
46241,502,412,382,0.02,0.00,-0.02
42854,127,502,352,0.07,0.02,-0.02
58225,67,187,487,0.02,0.00,-0.02
60358,82,307,502,-0.07,-0.02,-0.02
57242,82,487,472,-0.19,-0.01,-0.02
62886,487,562,517,-0.04,0.06,-0.02
52056,397,562,427,0.00,-0.02,-0.02
70103,502,562,577,-0.08,0.03,-0.02
62355,517,367,517,0.02,0.01,-0.02
42443,112,352,352,-0.11,-0.04,-0.02
64569,517,517,532,-0.15,0.00,-0.02
49563,517,307,412,0.08,0.00,-0.02
68846,97,112,577,0.03,0.00,-0.02
42522,67,382,352,-0.12,-0.04,-0.02
96893,142,472,802,0.00,0.00,-0.02
70021,502,532,577,-0.02,0.00,-0.02
47852,67,352,397,0.03,-0.03,-0.02
69858,517,472,577,0.03,0.01,-0.02
96851,127,457,802,0.00,0.00,-0.02
72821,67,247,607,-0.03,0.00,-0.02
44493,112,442,367,-0.08,0.01,-0.02
98656,142,457,817,0.00,0.00,-0.02
49947,127,457,412,-0.07,0.00,-0.02
68259,517,547,562,-0.09,-0.01,-0.02
64733,517,577,532,-0.05,0.00,-0.02
85328,97,202,712,-0.01,0.00,-0.02
41090,112,517,337,0.15,0.02,-0.02
68297,472,562,562,-0.05,0.01,-0.02
38999,112,412,322,-0.15,0.00,-0.02
53347,82,382,442,-0.03,0.03,-0.02
97019,187,517,802,0.00,0.00,-0.02
38914,67,382,322,-0.16,-0.01,-0.02
49659,112,352,412,0.02,0.00,-0.02
50109,97,517,412,0.11,0.00,-0.02
76389,82,232,637,-0.04,-0.02,-0.02
55028,82,337,457,-0.07,0.00,-0.02
51582,52,397,427,-0.02,-0.05,-0.02
59269,352,562,487,0.00,-0.01,-0.02
69174,97,232,577,0.06,0.01,-0.02
44325,52,382,367,-0.01,-0.04,-0.02
66291,517,487,547,0.02,0.01,-0.02
46242,517,412,382,0.02,0.00,-0.02
62354,502,367,517,0.02,0.01,-0.02
59047,97,487,487,-0.17,0.00,-0.02
58949,472,442,487,0.01,0.00,-0.02
46258,142,427,382,-0.01,-0.01,-0.02
38958,112,397,322,-0.14,-0.01,-0.02
62122,97,292,517,0.03,-0.02,-0.02
54660,97,202,457,0.00,0.01,-0.02
48138,52,457,397,-0.05,0.01,-0.02
46200,502,397,382,0.03,-0.01,-0.02
81922,52,277,682,-0.05,0.00,-0.02
76429,67,247,637,-0.10,-0.01,-0.02
66536,502,577,547,-0.08,0.00,-0.02
60073,112,202,502,0.03,0.00,-0.02
40801,82,412,337,-0.21,0.01,-0.02
53348,97,382,442,0.01,0.05,-0.02
24279,97,307,202,0.03,0.02,-0.02
51872,97,502,427,-0.05,-0.01,-0.02
40679,97,367,337,-0.27,-0.04,-0.02
42401,97,337,352,-0.16,-0.03,-0.02
42634,517,412,352,-0.03,0.01,-0.02
49902,67,442,412,-0.13,0.00,-0.02
71906,487,562,592,-0.05,0.03,-0.02
40720,97,382,337,-0.26,-0.02,-0.02
44205,97,337,367,-0.12,-0.05,-0.02
64459,97,487,532,-0.03,0.00,-0.02
59268,337,562,487,0.00,-0.04,-0.02
98824,202,517,817,0.00,0.00,-0.02
68013,517,457,562,0.07,0.01,-0.02
57160,82,457,472,-0.18,-0.02,-0.02
62655,97,487,517,-0.07,0.00,-0.02
60112,82,217,502,0.01,0.01,-0.02
49736,37,382,412,0.03,-0.03,-0.02
74544,82,217,622,0.04,0.00,-0.02
64158,502,367,532,0.04,0.01,-0.02
44535,127,457,367,0.02,0.00,-0.02
51588,142,397,427,0.05,-0.01,-0.02
76470,67,262,637,-0.10,0.01,-0.02
42400,82,337,352,-0.17,-0.03,-0.02
67042,97,112,562,0.03,0.00,-0.02
64649,487,547,532,-0.10,0.02,-0.02
44397,517,397,367,0.02,0.00,-0.02
56709,82,292,472,-0.11,-0.01,-0.02
52015,397,547,427,0.00,-0.03,-0.02
41046,67,502,337,0.06,0.01,-0.02
58266,67,202,487,0.01,0.00,-0.02
46257,127,427,382,-0.03,-0.02,-0.02
59046,82,487,487,-0.17,-0.01,-0.02
85327,82,202,712,-0.01,0.00,-0.02
44737,82,532,367,0.37,0.03,-0.02
53390,112,397,442,0.10,-0.01,-0.02
51629,142,412,427,0.03,0.00,-0.02
41049,112,502,337,0.11,0.01,-0.02
16858,97,232,142,-0.01,-0.02,-0.02
44494,127,442,367,-0.03,-0.01,-0.02
58595,82,322,487,-0.08,-0.01,-0.02
97020,202,517,802,0.00,0.00,-0.02
49988,127,472,412,-0.02,0.01,-0.02
44396,502,397,367,0.02,-0.01,-0.02
53387,67,397,442,0.01,-0.04,-0.02
49903,82,442,412,-0.14,0.00,-0.02
62889,532,562,517,-0.02,0.01,-0.02
61033,367,547,502,0.01,0.02,-0.02
68278,187,562,562,0.01,0.05,-0.02
98738,142,487,817,0.00,0.00,-0.02
61125,517,577,502,0.02,0.08,-0.01
46201,517,397,382,0.03,0.00,-0.01
98736,112,487,817,0.00,0.00,-0.01
100500,127,472,832,0.00,0.00,-0.01
69817,517,457,577,0.04,0.01,-0.01
61124,502,577,502,0.01,0.10,-0.01
69899,517,487,577,0.02,0.00,-0.01
44330,127,382,367,0.06,-0.04,-0.01
42633,502,412,352,-0.03,0.01,-0.01
76472,97,262,637,-0.13,0.02,-0.01
68887,97,127,577,0.03,0.00,-0.01
73700,337,562,607,0.00,-0.01,-0.01
40637,82,352,337,-0.24,-0.02,-0.01
96933,127,487,802,0.00,0.00,-0.01
80118,52,277,667,-0.09,0.01,-0.01
53468,52,427,442,-0.03,-0.01,-0.01
42768,67,472,352,-0.01,0.01,-0.01
73701,352,562,607,0.00,0.04,-0.01
42934,97,532,352,0.37,0.03,-0.01
53346,67,382,442,-0.05,-0.02,-0.01
20671,97,307,172,-0.01,0.00,-0.01
51664,52,427,427,-0.05,-0.02,-0.01
60359,97,307,502,-0.07,-0.03,-0.01
66180,82,457,547,-0.02,-0.01,-0.01
69939,502,502,577,0.01,-0.01,-0.01
62845,487,547,517,-0.07,0.05,-0.01
68216,487,532,562,-0.06,-0.01,-0.01
74584,67,232,622,-0.04,-0.01,-0.01
78070,82,187,652,0.04,0.07,-0.01
22474,82,307,187,0.00,0.01,-0.01
62162,82,307,517,0.00,-0.02,-0.01
69980,502,517,577,0.00,-0.01,-0.01
66249,502,472,547,0.07,0.01,-0.01
47758,502,307,397,0.06,0.00,-0.01
81679,97,187,682,-0.07,0.03,-0.01
68845,82,112,577,0.03,0.00,-0.01
66181,97,457,547,-0.02,-0.01,-0.01
76267,97,187,637,0.02,0.06,-0.01
68277,172,562,562,0.01,0.04,-0.01
46128,37,382,382,0.05,-0.01,-0.01
52097,397,577,427,0.00,-0.01,-0.01
53428,67,412,442,0.03,-0.04,-0.01
59270,367,562,487,0.00,0.03,-0.01
53860,397,562,442,0.00,0.00,-0.01
68339,487,577,562,-0.07,0.00,-0.01
60753,472,442,502,0.02,0.00,-0.01
62654,82,487,517,-0.07,0.00,-0.01
64375,67,457,532,-0.02,0.00,-0.01
58596,97,322,487,-0.08,-0.01,-0.01
59990,97,172,502,0.09,-0.02,-0.01
49866,142,427,412,-0.03,-0.01,-0.01
49520,487,292,412,0.07,0.00,-0.01
51623,52,412,427,-0.02,-0.04,-0.01
56465,112,202,472,0.02,0.00,-0.01
55397,82,472,457,-0.19,-0.02,-0.01
37152,82,397,307,-0.15,-0.01,-0.01
46295,82,442,382,-0.14,0.04,-0.01
47677,517,277,397,0.09,0.00,-0.01
51705,52,442,427,-0.08,0.01,-0.01
83524,97,202,697,-0.04,0.01,-0.01
50029,127,487,412,0.00,0.01,-0.01
83483,97,187,697,-0.07,0.01,-0.01
64458,82,487,532,-0.03,0.00,-0.01
60851,97,487,502,-0.13,0.00,-0.01
45872,502,277,382,0.03,0.00,-0.01
59989,82,172,502,0.07,-0.01,-0.01
51748,82,457,427,-0.07,-0.01,-0.01
61115,367,577,502,0.00,0.01,-0.01
87050,97,172,727,0.02,0.01,-0.01
70143,487,577,577,-0.07,0.01,-0.01
60032,112,187,502,0.05,-0.01,-0.01
46087,37,367,382,0.03,-0.01,-0.01
60551,517,367,502,-0.02,0.01,-0.01
53427,52,412,442,0.00,-0.03,-0.01
57161,97,457,472,-0.18,-0.02,-0.01
53391,127,397,442,0.06,-0.01,-0.01
37193,82,412,307,-0.16,-0.01,-0.01
52055,382,562,427,0.01,-0.01,-0.01
64419,112,472,532,-0.02,0.00,-0.01
