Element ID,Pos. x [vox],Pos. y [vox],Pos. z [vox],Displacement x [µm],Displacement y [µm],Displacement z [µm]
35314,187,382,292,0.00,0.00,0.00
89588,37,442,742,0.00,0.00,0.00
69403,457,307,577,0.00,0.00,0.00
80711,337,487,667,0.00,0.00,0.00
98859,112,532,817,0.01,0.00,0.00
66430,142,547,547,0.00,0.00,0.00
13420,187,292,112,0.00,0.00,0.00
62440,562,397,517,-0.01,0.00,0.00
64892,442,637,532,0.00,0.00,0.00
78962,547,502,652,0.00,0.00,0.00
42835,457,487,352,0.00,0.00,0.00
42982,202,547,352,0.00,-0.01,0.00
9321,202,112,82,0.00,0.00,0.00
101894,127,322,847,0.00,0.00,0.00
47725,7,307,397,0.01,0.00,0.00
43203,442,622,352,0.00,0.01,0.00
67824,142,397,562,0.00,0.00,0.00
25700,502,157,217,0.00,0.00,0.00
64509,232,502,532,0.00,0.00,0.00
17062,82,307,142,-0.02,0.00,0.00
66701,517,637,547,0.00,0.00,0.00
33324,472,307,277,0.02,-0.01,0.00
35001,412,262,292,0.00,0.00,0.00
58668,562,337,487,0.01,0.00,0.00
4605,187,367,37,0.00,0.00,0.00
37094,442,367,307,0.00,0.00,0.00
86935,217,127,727,0.00,-0.01,0.00
42060,517,202,352,-0.01,0.00,0.00
76914,577,412,637,0.00,0.00,0.00
52306,457,652,427,0.00,0.01,0.00
77144,337,502,637,0.00,0.00,0.00
92260,142,97,772,-0.01,0.00,0.00
8221,307,367,67,0.00,0.00,0.00
25004,517,562,202,0.00,0.01,0.00
98375,232,352,817,0.00,0.00,0.00
53618,457,472,442,0.01,0.00,0.00
52161,127,607,427,0.01,0.00,0.00
88536,247,52,742,0.00,-0.01,0.00
61329,502,652,502,0.00,0.00,0.00
21384,337,562,172,0.00,-0.02,0.00
31388,337,262,262,0.00,0.00,0.00
13658,67,382,112,0.00,0.00,0.00
9816,247,292,82,0.00,0.00,0.00
47426,442,187,397,0.00,0.00,0.00
72953,202,292,607,0.00,0.00,0.00
9787,427,277,82,0.00,0.00,0.00
71603,247,457,592,0.00,0.00,0.00
13659,82,382,112,0.00,0.00,0.00
56196,382,97,472,0.00,0.02,0.00
16591,397,127,142,0.00,0.00,0.00
99559,157,127,832,0.00,0.00,0.00
60913,412,502,502,0.00,0.00,0.00
79053,67,547,652,0.00,0.01,0.00
50047,397,487,412,0.00,0.01,0.00
58376,487,232,487,0.00,0.00,0.00
90338,217,52,757,0.00,-0.01,0.00
95341,232,562,787,0.00,0.01,0.00
25486,367,82,217,0.00,0.00,0.00
62822,142,547,517,-0.01,-0.01,0.00
35735,352,532,292,0.00,0.01,0.00
53374,487,382,442,0.01,0.00,0.00
81482,217,112,682,0.00,0.00,0.00
89880,112,547,742,0.00,0.00,0.00
23113,442,532,187,0.00,0.00,0.00
15552,187,412,127,0.00,0.00,0.00
25469,112,82,217,0.02,0.00,0.00
51878,187,502,427,0.00,0.00,0.00
16897,67,247,142,0.00,-0.01,0.00
31534,67,322,262,-0.02,0.00,0.00
23568,502,37,202,0.00,0.00,0.00
45626,502,187,382,0.00,0.00,0.00
77886,397,112,652,0.00,-0.01,0.00
88037,142,532,727,0.00,0.00,0.00
9315,112,112,82,0.00,0.00,0.00
42828,352,487,352,0.00,0.00,0.00
73645,127,547,607,-0.01,0.01,0.00
40206,382,187,337,0.00,0.00,0.00
93338,322,487,772,0.00,0.00,0.00
86291,397,547,712,0.00,0.03,0.00
27851,172,292,232,0.00,0.00,0.00
73749,457,577,607,0.00,0.03,0.00
92301,142,112,772,-0.01,0.00,0.00
93948,247,52,787,0.00,0.00,0.00
99534,397,112,832,0.00,0.01,0.00
23641,367,67,202,0.00,0.00,0.00
77994,172,157,652,0.00,0.00,0.00
93630,397,592,772,0.00,0.00,0.00
76459,517,247,637,-0.01,0.00,0.00
92927,307,337,772,0.00,0.00,0.00
94895,307,397,787,0.00,0.00,0.00
44580,187,472,367,0.00,0.00,0.00
38369,502,172,322,-0.02,0.01,0.00
43064,202,577,352,0.00,-0.01,0.00
91316,127,412,757,0.00,0.00,0.00
100331,52,412,832,-0.01,0.00,0.00
18956,202,337,157,0.00,0.00,0.00
95724,442,37,802,0.00,0.00,0.00
96414,337,292,802,0.00,0.00,0.00
19345,502,472,157,0.00,0.00,0.00
20203,457,127,172,0.00,0.00,0.00
40080,337,142,337,0.00,0.00,0.00
55468,532,487,457,0.01,0.01,0.00
7773,352,202,67,0.00,0.00,0.00
49018,337,112,412,0.00,0.00,0.00
71841,127,547,592,0.00,0.02,0.00
7812,322,217,67,0.00,0.00,0.00
30350,142,547,247,0.00,0.00,0.00
40984,367,472,337,0.00,0.00,0.00
50657,322,52,427,0.00,0.00,0.00
50833,502,112,427,-0.01,0.00,0.00
91162,277,352,757,0.00,0.00,0.00
78592,532,367,652,-0.02,0.00,0.00
41951,112,172,352,0.01,0.00,0.00
102277,337,457,847,0.00,0.00,0.00
39147,487,457,322,0.00,0.00,0.00
35000,397,262,292,0.00,0.00,0.00
91829,442,592,757,0.00,0.00,0.00
22833,547,427,187,0.00,0.00,0.00
59177,202,532,487,0.00,0.01,0.00
18957,217,337,157,0.00,0.00,0.00
50034,202,487,412,0.00,0.00,0.00
94311,157,187,787,0.00,0.00,0.00
71795,52,532,592,-0.01,0.01,0.00
21148,487,472,172,0.00,0.00,0.00
70099,442,562,577,0.00,0.04,0.00
80720,472,487,667,0.00,0.00,0.00
97572,487,52,817,0.00,0.01,0.00
66144,157,442,547,0.00,0.00,0.00
90440,517,82,757,0.01,-0.03,0.00
91480,127,472,757,0.00,0.00,0.00
92348,232,127,772,0.00,-0.01,0.00
92366,502,127,772,0.00,-0.01,0.00
27292,397,82,232,0.00,0.00,0.00
41074,487,502,337,0.00,0.00,0.00
92401,412,142,772,0.00,0.00,0.00
42952,367,532,352,0.00,0.02,0.00
11343,397,187,97,0.00,0.00,0.00
21393,472,562,172,0.00,0.00,0.00
42390,547,322,352,0.00,0.00,0.00
43689,352,142,367,0.00,0.00,0.00
53919,52,592,442,0.00,0.00,0.00
69625,97,397,577,0.01,0.00,0.00
76116,292,127,637,0.00,0.00,0.00
100714,262,547,832,0.00,0.00,0.00
49529,7,307,412,0.01,0.00,0.00
50289,337,577,412,-0.01,0.03,0.00
14115,157,547,112,0.00,0.00,0.00
13727,487,397,112,0.00,0.00,0.00
97529,457,37,817,0.00,0.00,0.00
57152,577,442,472,0.00,0.00,0.00
83932,67,352,697,-0.03,0.00,0.00
36787,142,262,307,0.00,0.00,0.00
91244,277,382,757,0.00,0.00,0.00
36788,157,262,307,0.00,0.00,0.00
51773,457,457,427,0.01,0.00,0.00
40993,502,472,337,-0.01,0.00,0.00
73730,172,577,607,0.00,-0.03,0.00
18259,202,82,157,0.00,0.00,0.00
77801,352,82,652,0.00,-0.02,0.00
55353,37,457,457,-0.04,0.00,0.00
36564,487,172,307,-0.02,0.00,0.00
33562,352,397,277,0.00,0.00,0.00
44190,487,322,367,0.03,0.00,0.00
20197,367,127,172,0.00,0.00,0.00
20946,532,397,172,0.01,0.00,0.00
22001,367,127,187,0.00,0.00,0.00
93119,112,412,772,0.00,0.00,0.00
102274,292,457,847,0.00,0.00,0.00
100535,37,487,832,0.00,0.00,0.00
97957,112,202,817,-0.01,0.00,0.00
66095,37,427,547,0.00,0.00,0.00
102517,247,547,847,0.00,0.00,0.00
55537,337,517,457,0.00,0.00,0.00
14666,427,82,127,0.00,0.01,0.00
70634,472,97,592,0.00,0.01,0.00
75527,67,577,622,-0.01,0.02,0.00
8171,172,352,67,0.00,0.00,0.00
38753,112,322,322,-0.04,0.01,0.00
43728,322,157,367,0.00,0.00,0.00
76830,547,382,637,0.00,0.00,0.00
74286,517,112,622,0.00,0.00,0.00
34896,67,232,292,-0.02,0.00,0.00
24469,487,367,202,-0.01,0.00,0.00
28560,352,547,232,-0.01,0.00,0.00
67805,472,382,562,0.00,0.00,0.00
98053,322,232,817,0.00,0.00,0.00
98589,367,427,817,0.00,0.00,0.00
31294,157,232,262,0.00,0.00,0.00
36902,22,307,307,0.00,0.00,0.00
44856,22,577,367,0.00,0.00,0.00
103982,82,427,862,0.00,0.00,0.00
28584,97,562,232,0.00,0.00,0.00
102557,232,562,847,0.00,0.00,0.00
93920,442,37,787,0.00,-0.01,0.00
47329,217,157,397,0.00,0.00,0.00
10308,247,472,82,0.00,0.00,0.00
69798,232,457,577,0.00,0.00,0.00
77152,457,502,637,0.01,0.00,0.00
45637,52,202,382,-0.02,0.00,0.00
35409,382,412,292,0.00,0.00,0.00
25072,307,592,202,0.00,0.00,0.00
77029,457,457,637,0.00,0.00,0.00
7575,457,127,67,0.00,0.00,0.00
14163,262,562,112,0.00,0.00,0.00
55573,262,532,457,0.00,0.01,0.00
45758,22,247,382,0.00,0.00,0.00
49069,487,127,412,0.00,0.00,0.00
50697,307,67,427,0.00,0.00,0.00
76444,292,247,637,0.00,0.00,0.00
89594,127,442,742,0.00,0.00,0.00
67992,202,457,562,0.00,0.00,0.00
75467,397,547,622,0.00,0.02,0.00
92921,217,337,772,0.00,0.00,0.00
9295,427,97,82,0.00,0.00,0.00
37368,247,472,307,0.00,0.00,0.00
101940,202,337,847,0.00,0.00,0.00
40951,487,457,337,0.01,0.00,0.00
62821,127,547,517,-0.01,-0.01,0.00
29098,427,82,247,0.00,0.02,0.00
45414,397,112,382,0.00,0.00,0.00
45829,472,262,382,0.02,0.00,0.00
55445,187,487,457,0.00,0.00,0.00
55218,472,397,457,-0.03,0.00,0.00
101441,97,157,847,0.01,0.00,0.00
62246,112,337,517,0.02,0.00,0.00
74269,262,112,622,0.00,0.00,0.00
66898,397,52,562,0.00,0.00,0.00
42752,442,457,352,0.00,0.00,0.00
99767,202,202,832,0.00,0.00,0.00
11693,112,322,97,0.01,0.00,0.00
21110,532,457,172,0.00,0.00,0.00
28586,127,562,232,0.00,0.00,0.00
29732,97,322,247,0.00,0.00,0.00
53794,22,547,442,0.00,0.00,0.00
76443,277,247,637,0.00,0.00,0.00
78725,67,427,652,0.00,0.00,0.00
77143,322,502,637,0.00,0.00,0.00
36943,22,322,307,0.00,0.00,0.00
54369,37,97,457,0.00,0.00,0.00
78710,457,412,652,0.00,0.00,0.00
102135,52,412,847,0.00,0.00,0.00
11616,187,292,97,0.00,0.00,0.00
28686,397,592,232,0.00,0.00,0.00
51296,67,292,427,-0.04,0.01,0.00
81911,502,262,682,0.01,0.00,0.00
75151,577,427,622,0.00,0.00,0.00
9320,187,112,82,0.00,0.00,0.00
17394,142,427,142,0.00,0.00,0.00
26454,127,442,217,0.01,0.00,0.00
66654,427,622,547,0.00,0.00,0.00
94290,457,172,787,0.00,0.00,0.00
94786,517,352,787,0.00,0.00,0.00
16560,547,112,142,0.00,0.00,0.00
23197,472,562,187,0.00,0.00,0.00
60912,397,502,502,0.00,0.00,0.00
76684,202,337,637,0.00,0.00,0.00
93296,307,472,772,0.00,0.00,0.00
57593,427,607,472,0.00,-0.02,0.00
82885,352,622,682,0.00,0.00,0.00
98296,277,322,817,0.00,0.00,0.00
44482,562,427,367,0.01,0.00,0.00
69406,502,307,577,0.00,0.00,0.00
40334,457,232,337,0.01,0.00,0.00
47842,532,337,397,0.05,0.00,0.00
37325,217,457,307,0.00,0.00,0.00
28613,532,562,232,0.00,0.01,0.00
29196,52,127,247,0.00,0.00,0.00
5812,457,142,52,0.00,0.00,0.00
47328,202,157,397,0.00,0.00,0.00
63921,22,292,532,0.00,0.00,0.00
65095,412,52,547,0.00,0.00,0.00
21901,97,97,187,0.03,0.00,0.00
51731,442,442,427,0.00,0.00,0.00
64241,517,397,532,0.01,0.01,0.00
11556,517,262,97,0.00,0.00,0.00
86732,247,52,727,0.00,0.00,0.00
98310,487,322,817,0.00,0.00,0.00
22061,37,157,187,0.00,0.00,0.00
71330,457,352,592,0.00,0.00,0.00
73356,97,442,607,0.01,0.00,0.00
74921,202,352,622,0.00,0.00,0.00
95268,367,532,787,0.00,-0.01,0.00
30417,532,562,247,0.00,0.01,0.00
57157,37,457,472,-0.03,0.00,0.00
74634,202,247,622,0.00,0.00,0.00
17646,232,517,142,0.00,0.00,0.00
101737,232,262,847,0.00,0.00,0.00
93586,352,577,772,0.00,-0.01,0.00
76777,367,367,637,0.00,0.00,0.00
5813,472,142,52,0.00,0.00,0.00
68743,397,67,577,0.00,-0.01,0.00
44032,577,262,367,0.00,0.00,0.00
58152,202,157,487,0.00,0.00,0.00
84354,247,502,697,0.00,0.00,0.00
53755,52,532,442,-0.07,0.00,0.00
66498,547,562,547,-0.05,-0.02,0.00
45663,442,202,382,0.00,0.00,0.00
48623,562,622,397,0.00,0.00,0.00
40254,487,202,337,0.00,0.00,0.00
40827,472,412,337,0.00,0.01,0.00
73399,127,457,607,-0.01,0.00,0.00
11138,397,112,97,0.00,0.00,0.00
71882,127,562,592,0.00,0.02,0.00
19386,502,487,157,0.00,0.00,0.00
42052,397,202,352,0.00,0.00,0.00
68700,367,52,577,0.00,0.00,0.00
88261,427,607,727,0.00,-0.01,0.00
71966,157,592,592,0.00,0.00,0.00
11816,112,367,97,0.00,0.00,0.00
59951,127,157,502,-0.01,0.00,0.00
71967,172,592,592,0.00,0.00,0.00
80350,457,352,667,0.00,0.00,0.00
86809,172,82,727,0.00,-0.01,0.00
61756,142,157,517,0.00,0.00,0.00
36619,82,202,307,-0.02,0.00,0.00
55534,292,517,457,0.00,0.00,0.00
43097,82,592,352,-0.01,0.00,0.00
62892,577,562,517,-0.01,0.00,0.00
42983,217,547,352,0.00,-0.01,0.00
66230,217,472,547,0.00,0.00,0.00
58296,517,202,487,-0.02,0.00,0.00
69841,262,472,577,0.00,0.00,0.00
70585,352,82,592,0.00,0.01,0.00
13791,217,427,112,0.00,0.00,0.00
65136,412,67,547,0.00,0.00,0.00
76643,202,322,637,0.00,0.00,0.00
88260,412,607,727,0.00,0.00,0.00
56277,367,127,472,0.00,0.00,0.00
76818,367,382,637,0.00,0.00,0.00
43755,112,172,367,0.01,0.00,0.00
47088,292,67,397,0.00,0.01,0.00
11339,337,187,97,0.00,0.00,0.00
86120,292,487,712,0.00,0.00,0.00
29197,67,127,247,-0.01,0.01,0.00
36688,502,217,307,0.00,0.00,0.00
95910,157,112,802,0.00,0.00,0.00
62861,112,562,517,-0.01,-0.01,0.00
9829,442,292,82,0.00,0.00,0.00
100709,187,547,832,0.00,0.00,0.00
11648,52,307,97,0.00,0.00,0.00
29226,502,127,247,0.00,0.00,0.00
98899,97,547,817,0.01,0.00,0.00
49196,547,172,412,0.00,0.00,0.00
90051,217,607,742,0.00,0.00,0.00
38300,82,157,322,0.00,-0.01,0.00
15979,442,562,127,0.00,0.00,0.00
19993,382,52,172,0.00,-0.01,0.00
19628,442,577,157,0.00,0.00,0.00
61330,517,652,502,0.00,0.00,0.00
86374,412,577,712,0.00,0.01,0.00
80356,547,352,667,0.00,0.00,0.00
14693,217,97,127,0.00,0.00,0.00
76989,472,442,637,-0.01,0.00,0.00
12321,307,547,97,0.00,0.00,0.00
45676,22,217,382,0.00,0.00,0.00
44073,577,277,367,0.00,0.00,0.00
58031,232,112,487,0.00,0.00,0.00
50131,427,517,412,-0.01,-0.06,0.00
58188,127,172,487,-0.01,0.00,0.00
67050,217,112,562,0.00,0.01,0.00
88692,127,112,742,0.00,0.00,0.00
58123,382,142,487,0.00,0.00,0.00
37216,427,412,307,0.00,0.00,0.00
96784,352,427,802,0.00,0.00,0.00
65083,232,52,547,0.00,0.01,0.00
66164,457,442,547,0.01,0.00,0.00
11159,97,127,97,0.00,0.00,0.00
76871,547,397,637,0.00,0.00,0.00
86850,172,97,727,0.00,-0.01,0.00
27462,487,142,232,0.00,0.00,0.00
82642,397,532,682,0.00,0.02,0.00
69291,7,277,577,0.00,0.00,0.00
12183,82,502,97,0.00,0.00,0.00
87299,142,262,727,0.00,0.00,0.00
27995,487,337,232,-0.04,0.00,0.00
31087,127,157,262,-0.02,0.00,0.00
11119,112,112,97,0.00,0.00,0.00
17438,187,442,142,0.00,0.00,0.00
40121,337,157,337,0.00,0.00,0.00
11730,52,337,97,0.01,0.00,0.00
60983,232,532,502,0.00,0.00,0.00
93196,37,442,772,0.00,0.00,0.00
40516,112,307,337,-0.04,0.02,0.00
43575,487,97,367,0.00,0.00,0.00
15311,262,322,127,0.00,0.00,0.00
44651,22,502,367,0.01,0.00,0.00
57563,592,592,472,0.00,0.00,0.00
53260,7,352,442,0.01,0.00,0.00
14671,502,82,127,-0.01,-0.03,0.00
43945,502,232,367,0.00,0.00,0.00
53872,577,562,442,0.00,0.02,0.00
40213,487,187,337,0.00,0.00,0.00
62159,37,307,517,0.00,0.00,0.00
66897,382,52,562,0.00,0.00,0.00
21310,457,532,172,0.00,0.00,0.00
35550,37,472,292,0.01,0.00,0.00
57684,562,637,472,0.00,0.00,0.00
99442,247,82,832,0.00,0.01,0.00
10408,517,502,82,0.00,0.00,0.00
6575,217,427,52,0.00,0.00,0.00
8670,277,532,67,0.00,0.00,0.00
30307,112,532,247,0.01,0.00,0.00
64552,262,517,532,0.00,-0.02,0.00
79632,142,97,667,0.00,0.00,0.00
35457,487,427,292,0.00,0.00,0.00
59244,592,547,487,0.00,0.00,0.00
28626,112,577,232,0.00,0.00,0.00
13149,427,187,112,0.00,0.00,0.00
75021,472,382,622,0.00,0.00,0.00
96506,487,322,802,0.00,0.00,0.00
76334,487,202,637,0.01,0.00,0.00
72355,457,67,607,0.00,0.01,0.00
18301,217,97,157,0.00,0.00,0.00
84959,97,67,712,0.01,0.00,0.00
90096,277,622,742,0.00,0.00,0.00
40944,382,457,337,0.00,0.00,0.00
41806,397,112,352,0.00,-0.01,0.00
45400,187,112,382,0.00,0.00,0.00
104146,82,487,862,0.00,0.00,0.00
82536,37,502,682,0.01,0.00,0.00
38747,22,322,322,0.00,0.00,0.00
30020,112,427,247,0.03,0.00,0.00
61862,502,187,517,-0.01,0.00,0.00
42347,517,307,352,0.04,0.01,0.00
44680,457,502,367,0.00,0.01,0.00
51792,127,472,427,-0.06,0.00,0.00
47240,112,127,397,0.00,0.00,0.00
90097,292,622,742,0.00,0.00,0.00
98922,442,547,817,0.00,-0.01,0.00
21342,322,547,172,0.00,-0.02,0.00
43901,457,217,367,0.01,0.00,0.00
23605,442,52,202,0.00,0.00,0.00
11348,472,187,97,0.00,0.00,0.00
52681,547,127,442,0.00,0.00,0.00
88081,187,547,727,0.00,-0.01,0.00
72318,517,52,607,0.00,0.00,0.00
11181,427,127,97,0.00,0.00,0.00
86487,262,622,712,0.00,0.00,0.00
5828,82,157,52,0.00,0.00,0.00
80750,307,502,667,0.00,0.00,0.00
12236,262,517,97,0.00,0.00,0.00
76485,292,262,637,0.00,0.00,0.00
68681,82,52,577,-0.01,0.00,0.00
7594,127,142,67,0.00,0.00,0.00
94438,217,232,787,0.00,0.00,0.00
70199,97,607,577,0.00,0.01,0.00
9399,142,142,82,0.00,0.00,0.00
56533,517,217,472,-0.01,0.00,0.00
73600,67,532,607,-0.02,0.02,0.00
7984,442,277,67,0.00,0.00,0.00
62370,127,382,517,0.00,0.01,0.00
57943,142,82,487,-0.01,0.02,0.00
65894,97,352,547,0.00,0.00,0.00
20984,487,412,172,0.01,0.00,0.00
77231,412,532,637,0.00,0.02,0.00
92833,127,307,772,0.01,0.00,0.00
37523,112,532,307,0.01,0.00,0.00
99569,307,127,832,0.00,0.00,0.00
68076,232,487,562,0.00,0.00,0.00
35979,322,622,292,0.00,0.00,0.00
53225,97,337,442,-0.04,0.01,0.00
72612,7,172,607,0.00,0.00,0.00
96002,307,142,802,0.00,0.00,0.00
40752,577,382,337,0.00,0.00,0.00
73398,112,457,607,0.00,0.00,0.00
86486,247,622,712,0.00,0.00,0.00
89767,262,502,742,0.00,0.01,0.00
5935,457,187,52,0.00,0.00,0.00
20917,97,397,172,-0.02,0.00,0.00
16391,472,52,142,0.00,0.00,0.00
59120,577,502,487,-0.01,0.00,0.00
68220,547,532,562,-0.05,-0.01,0.00
29180,427,112,247,0.00,0.01,0.00
71376,532,367,592,-0.04,0.00,0.00
63133,502,652,517,0.00,0.00,0.00
37224,547,412,307,0.01,0.00,0.00
33553,217,397,277,0.00,0.00,0.00
42925,577,517,352,0.00,0.00,0.00
49021,382,112,412,0.00,-0.01,0.00
79567,397,67,667,0.00,0.00,0.00
57399,592,532,472,0.00,0.00,0.00
6867,292,532,52,0.00,0.00,0.00
53684,217,502,442,0.00,0.00,0.00
41765,397,97,352,0.00,-0.01,0.00
44852,577,562,367,0.00,0.00,0.00
64240,502,397,532,0.02,0.01,0.00
44120,52,307,367,-0.05,0.01,0.00
57377,262,532,472,0.00,0.00,0.00
11470,457,232,97,0.00,0.00,0.00
35258,577,352,292,0.00,0.00,0.00
78546,457,352,652,0.00,0.00,0.00
45677,37,217,382,-0.01,0.00,0.00
23947,37,187,202,0.00,0.00,0.00
77278,502,547,637,-0.01,-0.02,0.00
72264,322,37,607,0.00,0.00,0.00
79563,337,67,667,0.00,-0.01,0.00
86953,487,127,727,0.00,-0.01,0.00
46688,442,577,382,0.00,-0.01,0.00
7743,517,187,67,0.01,0.00,0.00
37326,232,457,307,0.00,0.00,0.00
29850,22,367,247,0.01,0.00,0.00
87744,52,427,727,-0.01,0.00,0.00
98272,532,307,817,0.00,0.00,0.00
12941,382,112,112,0.00,0.00,0.00
39210,202,487,322,0.00,0.00,0.00
96870,412,457,802,0.00,0.00,0.00
83277,82,112,697,-0.01,-0.01,0.00
26278,562,367,217,-0.01,0.00,0.00
29559,577,247,247,0.00,0.00,0.00
30451,427,577,247,0.00,0.00,0.00
55868,382,637,457,0.00,0.00,0.00
78223,532,232,652,0.01,0.00,0.00
98393,502,352,817,0.00,0.00,0.00
22392,82,277,187,-0.05,0.00,0.00
46723,352,592,382,0.00,0.01,0.00
79747,22,142,667,0.00,0.00,0.00
53962,82,607,442,0.01,0.00,0.00
68291,382,562,562,0.00,-0.03,0.00
44868,202,577,367,0.00,0.00,0.00
74177,112,82,622,0.02,0.01,0.00
13534,52,337,112,0.01,0.00,0.00
36639,382,202,307,0.00,0.00,0.00
85740,127,352,712,0.01,0.00,0.00
42836,472,487,352,0.00,0.00,0.00
97281,427,607,802,0.00,0.00,0.00
90095,262,622,742,0.00,0.00,0.00
45332,397,82,382,0.00,-0.01,0.00
30452,442,577,247,0.00,0.01,0.00
66400,307,532,547,0.00,-0.02,0.00
98674,412,457,817,0.00,0.00,0.00
7778,427,202,67,0.00,0.00,0.00
11057,412,82,97,0.00,0.00,0.00
23894,472,157,202,0.00,0.00,0.00
26395,472,412,217,0.00,0.00,0.00
91273,97,397,757,-0.01,0.00,0.00
66933,307,67,562,0.00,-0.01,0.00
7820,442,217,67,0.00,0.00,0.00
102275,307,457,847,0.00,0.00,0.00
80945,157,577,667,0.00,-0.01,0.00
95476,412,607,787,0.00,0.00,0.00
42011,397,187,352,0.00,0.00,0.00
76484,277,262,637,0.00,0.00,0.00
35371,427,397,292,0.00,0.00,0.00
52487,97,67,442,0.00,0.00,0.00
65183,502,82,547,0.00,0.01,0.00
82750,172,577,682,0.00,-0.01,0.00
23226,292,577,187,0.00,-0.02,0.00
30456,502,577,247,0.00,0.01,0.00
74799,217,307,622,0.00,0.00,0.00
69698,577,412,577,0.00,0.00,0.00
88738,202,127,742,0.00,-0.01,0.00
40834,577,412,337,0.00,0.00,0.00
93545,352,562,772,0.00,-0.02,0.00
92143,232,52,772,0.00,-0.01,0.00
67069,502,112,562,0.00,0.01,0.00
104187,82,502,862,0.00,0.00,0.00
5938,502,187,52,0.00,0.00,0.00
57340,322,517,472,0.00,-0.01,0.00
96167,322,202,802,0.00,0.00,0.00
78634,547,382,652,-0.01,0.00,0.00
45627,517,187,382,0.00,0.00,0.00
55580,367,532,457,0.00,-0.01,0.00
98785,232,502,817,0.00,0.00,0.00
57635,442,622,472,0.00,0.00,0.00
27713,562,232,232,0.00,0.00,0.00
33098,157,232,277,0.00,0.00,0.00
29803,547,337,247,-0.03,-0.01,0.00
34554,472,97,292,0.00,-0.01,0.00
7780,457,202,67,0.00,0.00,0.00
24894,97,532,202,0.01,0.00,0.00
80709,307,487,667,0.00,0.00,0.00
19318,97,472,157,0.01,0.00,0.00
58413,427,247,487,0.00,0.00,0.00
97648,397,82,817,0.00,0.01,0.00
97531,487,37,817,0.00,0.00,0.00
27423,517,127,232,0.00,0.00,0.00
76727,232,352,637,0.00,0.00,0.00
10078,487,382,82,-0.01,0.00,0.00
93203,142,442,772,0.00,0.00,0.00
43471,157,67,367,0.00,0.00,0.00
70675,472,112,592,0.00,0.00,0.00
36980,577,322,307,0.00,0.00,0.00
66311,202,502,547,0.00,0.00,0.00
13334,127,262,112,0.01,0.00,0.00
31642,457,352,262,-0.01,0.00,0.00
75028,577,382,622,0.00,0.00,0.00
30009,562,412,247,0.00,0.00,0.00
20998,82,427,172,-0.02,0.00,0.00
23662,67,82,202,0.02,0.00,0.00
46436,352,487,382,0.00,0.00,0.00
77145,352,502,637,0.00,0.00,0.00
52779,172,172,442,0.00,0.00,0.00
30391,142,562,247,0.00,0.00,0.00
74159,457,67,622,0.00,0.02,0.00
85040,82,97,712,0.02,0.00,0.00
91030,142,307,757,0.00,0.00,0.00
51492,547,352,427,0.01,0.00,0.00
70499,292,52,592,0.00,0.00,0.00
69750,127,442,577,-0.01,0.01,0.00
90373,127,67,757,0.00,0.00,0.00
95022,367,442,787,0.00,0.00,0.00
59119,562,502,487,-0.01,0.00,0.00
31346,322,247,262,0.00,0.00,0.00
46515,307,517,382,0.00,0.01,0.00
75587,352,592,622,0.00,0.03,0.00
29891,22,382,247,0.01,0.00,0.00
42109,22,232,352,0.00,0.00,0.00
43007,577,547,352,0.00,0.00,0.00
78833,457,457,652,0.00,0.00,0.00
63278,217,52,532,0.00,0.00,0.00
68115,202,502,562,0.00,0.00,0.00
96723,52,412,802,0.00,0.00,0.00
13646,502,367,112,-0.01,0.00,0.00
54116,547,652,442,0.00,0.00,0.00
15510,172,397,127,0.00,0.00,0.00
64898,532,637,532,0.00,0.00,0.00
104106,97,472,862,0.00,0.00,0.00
74612,487,232,622,0.00,0.00,0.00
26313,472,382,217,-0.01,0.00,0.00
38343,112,172,322,0.00,0.00,0.00
80574,127,442,667,0.01,0.01,0.00
61880,157,202,517,0.00,0.00,0.00
95477,427,607,787,0.00,0.00,0.00
40539,457,307,337,0.01,0.00,0.00
43249,517,637,352,0.00,0.00,0.00
71169,502,292,592,-0.01,0.00,0.00
7821,457,217,67,0.00,0.00,0.00
21352,472,547,172,0.00,0.00,0.00
60883,577,487,502,-0.01,0.00,0.00
40269,97,217,337,0.00,0.00,0.00
36524,502,157,307,-0.01,0.00,0.00
68709,502,52,577,0.00,0.00,0.00
85001,112,82,712,0.01,0.01,0.00
4724,127,412,37,0.00,0.00,0.00
94209,472,142,787,0.00,-0.01,0.00
100807,427,577,832,0.00,0.00,0.00
49233,487,187,412,0.00,0.00,0.00
94745,517,337,787,0.00,0.00,0.00
70114,52,577,577,0.00,0.00,0.00
47049,322,52,397,0.00,0.01,0.00
92308,247,112,772,0.00,-0.01,0.00
6098,442,247,52,0.00,0.00,0.00
94662,502,307,787,0.00,0.00,0.00
32213,412,562,262,0.00,-0.01,0.00
104277,202,532,862,0.00,0.00,0.00
30369,427,547,247,0.00,0.00,0.00
13169,112,202,112,-0.02,0.00,0.00
96712,502,397,802,0.00,0.00,0.00
30453,457,577,247,0.00,0.01,0.00
100388,292,427,832,0.00,0.00,0.00
80790,292,517,667,0.00,0.01,0.00
101506,457,172,847,0.00,0.00,0.00
102507,97,547,847,0.00,0.00,0.00
19344,487,472,157,0.00,0.00,0.00
73067,67,337,607,-0.04,0.00,0.00
64808,412,607,532,0.00,0.00,0.00
11056,397,82,97,0.00,0.00,0.00
